reference_id,source_sheet,disease_name,microbe_name_raw,microbe_name_cn,microbe_key,genus_hint,taxon_level,abundance_change_raw,abundance_shift,microbe_role_raw,microbe_role_in_disease,disease_effect_on_microbe,desired_step1_effect,relation_confidence,mechanism_note,source_database,source_url,source_pmid_list,source_project_list,dominant_evidence_count,conflicting_evidence_count,dominant_pmid_count,conflicting_project_count,condition_comparator_list,node_label_list,condition1_id_list,condition2_id_list,source_branch_list
GMD_00402,gutm_disorder_human_phenotype,多发性硬化（MS）,Negativicutes,,negativicutes,Negativicutes,class,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00403,gutm_disorder_human_phenotype,多发性硬化（MS）,Odoribacter,,odoribacter,Odoribacter,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica,*,D009471,raw_human_phenotype
GMD_00404,gutm_disorder_human_phenotype,多发性硬化（MS）,Odoribacter splanchnicus,,odoribactersplanchnicus,Odoribacter,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica,*,D009471,raw_human_phenotype
GMD_00405,gutm_disorder_human_phenotype,多发性硬化（MS）,Odoribacteraceae,,odoribacteraceae,Odoribacteraceae,family,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica,*,D009471,raw_human_phenotype
GMD_00406,gutm_disorder_human_phenotype,多发性硬化（MS）,Olsenella,,olsenella,Olsenella,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00407,gutm_disorder_human_phenotype,多发性硬化（MS）,Oscillospiraceae,,oscillospiraceae,Oscillospiraceae,family,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,high,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=27176462; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,27176462,PRJNA450340,2,0,1,0,Health,Multiple Sclerosis/Health,D009103,D006262,literature_human_phenotype;raw_human_phenotype
GMD_00408,gutm_disorder_human_phenotype,多发性硬化（MS）,Oscillospirales,,oscillospirales,Oscillospirales,order,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,high,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00409,gutm_disorder_human_phenotype,多发性硬化（MS）,Parabacteroides,,parabacteroides,Parabacteroides,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00410,gutm_disorder_human_phenotype,多发性硬化（MS）,Paraprevotella,,paraprevotella,Paraprevotella,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,D009471,*,raw_human_phenotype
GMD_00411,gutm_disorder_human_phenotype,多发性硬化（MS）,Paraprevotella xylaniphila,,paraprevotellaxylaniphila,Paraprevotella,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,D009471,*,raw_human_phenotype
GMD_00412,gutm_disorder_human_phenotype,多发性硬化（MS）,Peptococcaceae,,peptococcaceae,Peptococcaceae,family,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00413,gutm_disorder_human_phenotype,多发性硬化（MS）,Peptococcales,,peptococcales,Peptococcales,order,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00414,gutm_disorder_human_phenotype,多发性硬化（MS）,Peptococcus,,peptococcus,Peptococcus,genus,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00415,gutm_disorder_human_phenotype,多发性硬化（MS）,Peptostreptococcaceae,,peptostreptococcaceae,Peptostreptococcaceae,family,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,2,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00416,gutm_disorder_human_phenotype,多发性硬化（MS）,Prevotella,,prevotella,Prevotella,genus,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=1,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; raw_human_phenotype; dominant_pmids=27352007; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=27352007,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,27352007,PRJNA450340,2,1,1,0,Health,Multiple Sclerosis/Health;Untreated Multiple Sclerosis/Health,D009103,D006262,literature_human_phenotype;raw_human_phenotype
GMD_00417,gutm_disorder_human_phenotype,多发性硬化（MS）,Prevotellaceae,,prevotellaceae,Prevotellaceae,family,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00418,gutm_disorder_human_phenotype,多发性硬化（MS）,Proteobacteria,,proteobacteria,Proteobacteria,phylum,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,D009471,*,raw_human_phenotype
GMD_00419,gutm_disorder_human_phenotype,多发性硬化（MS）,Pseudoflavonifractor,,pseudoflavonifractor,Pseudoflavonifractor,genus,decrease; dominant_evidence=3; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,3,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis;Neuromyelitis Optica/Secondary progressive classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00420,gutm_disorder_human_phenotype,多发性硬化（MS）,Pseudoflavonifractor sp. An184,,pseudoflavonifractorspan184,Pseudoflavonifractor,species,decrease; dominant_evidence=3; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,3,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis;Neuromyelitis Optica/Secondary progressive classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00421,gutm_disorder_human_phenotype,多发性硬化（MS）,Raoultella,,raoultella,Raoultella,genus,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,2,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00422,gutm_disorder_human_phenotype,多发性硬化（MS）,Raoultella planticola,,raoultellaplanticola,Raoultella,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,D009471,*,raw_human_phenotype
GMD_00423,gutm_disorder_human_phenotype,多发性硬化（MS）,Roseburia hominis,,roseburiahominis,Roseburia,species,decrease; dominant_evidence=3; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,3,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis;Neuromyelitis Optica/Secondary progressive classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00424,gutm_disorder_human_phenotype,多发性硬化（MS）,Rothia,,rothia,Rothia,genus,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,2,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00425,gutm_disorder_human_phenotype,多发性硬化（MS）,Rothia mucilaginosa,,rothiamucilaginosa,Rothia,species,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,2,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00426,gutm_disorder_human_phenotype,多发性硬化（MS）,Ruminococcus bromii,,ruminococcusbromii,Ruminococcus,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,high,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Neuromyelitis Optica/Secondary progressive classical multiple sclerosis,D009471,*,raw_human_phenotype
GMD_00427,gutm_disorder_human_phenotype,多发性硬化（MS）,Ruthenibacterium,,ruthenibacterium,Ruthenibacterium,genus,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,2,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00428,gutm_disorder_human_phenotype,多发性硬化（MS）,Ruthenibacterium lactatiformans,,ruthenibacteriumlactatiformans,Ruthenibacterium,species,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,2,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00429,gutm_disorder_human_phenotype,多发性硬化（MS）,Sarcina,,sarcina,Sarcina,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=27352007; dominant_projects=none; comparators=Multiple Sclerosis;Immunomodulation; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,27352007,,1,0,1,0,Multiple Sclerosis;Immunomodulation,Untreated Multiple Sclerosis/Multiple Sclerosis;Immunomodulation,D009103,D009103;D056747,literature_human_phenotype
GMD_00430,gutm_disorder_human_phenotype,多发性硬化（MS）,Schaalia odontolytica,,schaaliaodontolytica,Schaalia,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica,*,D009471,raw_human_phenotype
GMD_00431,gutm_disorder_human_phenotype,多发性硬化（MS）,Senegalimassilia,,senegalimassilia,Senegalimassilia,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00432,gutm_disorder_human_phenotype,多发性硬化（MS）,Slackia,,slackia,Slackia,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=27352007; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,27352007,,1,0,1,0,Health,Untreated Multiple Sclerosis/Health,D009103,D006262,literature_human_phenotype
GMD_00433,gutm_disorder_human_phenotype,多发性硬化（MS）,Streptococcaceae,,streptococcaceae,Streptococcaceae,family,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,high,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00434,gutm_disorder_human_phenotype,多发性硬化（MS）,Streptococcus,,streptococcus,Streptococcus,genus,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,high,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00435,gutm_disorder_human_phenotype,多发性硬化（MS）,Streptococcus anginosus group,,streptococcusanginosusgroup,Streptococcus,species,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,2,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00436,gutm_disorder_human_phenotype,多发性硬化（MS）,Streptococcus australis,,streptococcusaustralis,Streptococcus,species,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,2,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00437,gutm_disorder_human_phenotype,多发性硬化（MS）,Streptococcus gordonii,,streptococcusgordonii,Streptococcus,species,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,D009471,*,raw_human_phenotype
GMD_00438,gutm_disorder_human_phenotype,多发性硬化（MS）,Streptococcus salivarius,,streptococcussalivarius,Streptococcus,species,increase; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,high,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,1,0,0,0,Neuromyelitis Optica,Neuromyelitis Optica/Secondary progressive classical multiple sclerosis,D009471,*,raw_human_phenotype
GMD_00439,gutm_disorder_human_phenotype,多发性硬化（MS）,Streptococcus vestibularis,,streptococcusvestibularis,Streptococcus,species,decrease; dominant_evidence=2; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,medium,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJDB7767; comparators=Neuromyelitis Optica; sequencing=Whole metagenomic sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJDB7767,2,0,0,0,Neuromyelitis Optica,Atypical multiple sclerosis/Neuromyelitis Optica;Neuromyelitis Optica/Relapsing-remitting classical multiple sclerosis,*;D009471,*;D009471,raw_human_phenotype
GMD_00440,gutm_disorder_human_phenotype,多发性硬化（MS）,Subdoligranulum,,subdoligranulum,Subdoligranulum,genus,decrease; dominant_evidence=1; dominant_projects=1; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,high,gutMDisorder human phenotype aggregate; branches=raw_human_phenotype; dominant_pmids=none; dominant_projects=PRJNA450340; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,,PRJNA450340,1,0,0,0,Health,Multiple Sclerosis/Health,D009103,D006262,raw_human_phenotype
GMD_00441,gutm_disorder_human_phenotype,多发性硬化（MS）,Sutterella,,sutterella,Sutterella,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=27352007; dominant_projects=none; comparators=Multiple Sclerosis;Immunomodulation; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,27352007,,1,0,1,0,Multiple Sclerosis;Immunomodulation,Untreated Multiple Sclerosis/Multiple Sclerosis;Immunomodulation,D009103,D009103;D056747,literature_human_phenotype
