reference_id,source_sheet,disease_name,microbe_name_raw,microbe_name_cn,microbe_key,genus_hint,taxon_level,abundance_change_raw,abundance_shift,microbe_role_raw,microbe_role_in_disease,disease_effect_on_microbe,desired_step1_effect,relation_confidence,mechanism_note,source_database,source_url,source_pmid_list,source_project_list,dominant_evidence_count,conflicting_evidence_count,dominant_pmid_count,conflicting_project_count,condition_comparator_list,node_label_list,condition1_id_list,condition2_id_list,source_branch_list
GMD_00001,gutm_disorder_human_phenotype,便秘（Constipation）,Acidaminococcus,,acidaminococcus,Acidaminococcus,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00002,gutm_disorder_human_phenotype,便秘（Constipation）,Adlercreutzia,,adlercreutzia,Adlercreutzia,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=30669509; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,30669509,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00003,gutm_disorder_human_phenotype,便秘（Constipation）,Aerococcus,,aerococcus,Aerococcus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00004,gutm_disorder_human_phenotype,便秘（Constipation）,Allisonella,,allisonella,Allisonella,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00005,gutm_disorder_human_phenotype,便秘（Constipation）,Anaerostipes,,anaerostipes,Anaerostipes,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00006,gutm_disorder_human_phenotype,便秘（Constipation）,Anaerotruncus,,anaerotruncus,Anaerotruncus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00007,gutm_disorder_human_phenotype,便秘（Constipation）,Bacteroidetes,,bacteroidetes,Bacteroidetes,phylum,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00008,gutm_disorder_human_phenotype,便秘（Constipation）,Bifidobacterium,,bifidobacterium,Bifidobacterium,genus,increase; dominant_evidence=2; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603,29340896; dominant_projects=none; comparators=Health; Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none",gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603;29340896,,2,0,2,0,Health;Nonconstipated controls,Constipation/Health;Constipation/Nonconstipated controls,D003248,*;D006262,literature_human_phenotype
GMD_00009,gutm_disorder_human_phenotype,便秘（Constipation）,Blautia,,blautia,Blautia,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00010,gutm_disorder_human_phenotype,便秘（Constipation）,Cloacibacillus,,cloacibacillus,Cloacibacillus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00011,gutm_disorder_human_phenotype,便秘（Constipation）,Clostridium,,clostridium,Clostridium,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00012,gutm_disorder_human_phenotype,便秘（Constipation）,Clostridium septicum,,clostridiumsepticum,Clostridium,species,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00013,gutm_disorder_human_phenotype,便秘（Constipation）,Coprococcus,,coprococcus,Coprococcus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00014,gutm_disorder_human_phenotype,便秘（Constipation）,Coprococcus sp.,,coprococcussp,Coprococcus,species,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00015,gutm_disorder_human_phenotype,便秘（Constipation）,Desulfovibrio,,desulfovibrio,Desulfovibrio,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=30669509; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,30669509,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00016,gutm_disorder_human_phenotype,便秘（Constipation）,Enterobacteriaceae bacterium,,enterobacteriaceaebacterium,Enterobacteriaceae,species,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00017,gutm_disorder_human_phenotype,便秘（Constipation）,Erysipelatoclostridium,,erysipelatoclostridium,Erysipelatoclostridium,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00018,gutm_disorder_human_phenotype,便秘（Constipation）,Erysipelotrichaceae,,erysipelotrichaceae,Erysipelotrichaceae,family,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00019,gutm_disorder_human_phenotype,便秘（Constipation）,Erysipelotrichaceae bacterium,,erysipelotrichaceaebacterium,Erysipelotrichaceae,species,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00020,gutm_disorder_human_phenotype,便秘（Constipation）,Eubacterium ruminantium,,eubacteriumruminantium,Eubacterium,species,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00021,gutm_disorder_human_phenotype,便秘（Constipation）,Exiguobacterium,,exiguobacterium,Exiguobacterium,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00022,gutm_disorder_human_phenotype,便秘（Constipation）,Faecalibacterium,,faecalibacterium,Faecalibacterium,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00023,gutm_disorder_human_phenotype,便秘（Constipation）,Firmicutes,,firmicutes,Firmicutes,phylum,increase; dominant_evidence=2; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603,29340896; dominant_projects=none; comparators=Health; Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none",gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603;29340896,,2,0,2,0,Health;Nonconstipated controls,Constipation/Health;Constipation/Nonconstipated controls,D003248,*;D006262,literature_human_phenotype
GMD_00024,gutm_disorder_human_phenotype,便秘（Constipation）,Gelria,,gelria,Gelria,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00025,gutm_disorder_human_phenotype,便秘（Constipation）,Holdemanella,,holdemanella,Holdemanella,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00026,gutm_disorder_human_phenotype,便秘（Constipation）,Klebsiella,,klebsiella,Klebsiella,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00027,gutm_disorder_human_phenotype,便秘（Constipation）,Lachnospira,,lachnospira,Lachnospira,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=30669509; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,30669509,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00028,gutm_disorder_human_phenotype,便秘（Constipation）,Lachnospiraceae,,lachnospiraceae,Lachnospiraceae,family,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00029,gutm_disorder_human_phenotype,便秘（Constipation）,Lachnospiraceae bacterium,,lachnospiraceaebacterium,Lachnospiraceae,species,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00030,gutm_disorder_human_phenotype,便秘（Constipation）,Lactobacillus,,lactobacillus,Lactobacillus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00031,gutm_disorder_human_phenotype,便秘（Constipation）,Megamonas,,megamonas,Megamonas,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00032,gutm_disorder_human_phenotype,便秘（Constipation）,Megasphaera,,megasphaera,Megasphaera,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00033,gutm_disorder_human_phenotype,便秘（Constipation）,Oscillospiraceae,,oscillospiraceae,Oscillospiraceae,family,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00034,gutm_disorder_human_phenotype,便秘（Constipation）,Paenibacillus,,paenibacillus,Paenibacillus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00035,gutm_disorder_human_phenotype,便秘（Constipation）,Parabacteroides,,parabacteroides,Parabacteroides,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00036,gutm_disorder_human_phenotype,便秘（Constipation）,Paraprevotella,,paraprevotella,Paraprevotella,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00037,gutm_disorder_human_phenotype,便秘（Constipation）,Prevotella,,prevotella,Prevotella,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00038,gutm_disorder_human_phenotype,便秘（Constipation）,Prevotella sp.,,prevotellasp,Prevotella,species,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00039,gutm_disorder_human_phenotype,便秘（Constipation）,Prevotellaceae,,prevotellaceae,Prevotellaceae,family,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00040,gutm_disorder_human_phenotype,便秘（Constipation）,Proteobacteria,,proteobacteria,Proteobacteria,phylum,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00041,gutm_disorder_human_phenotype,便秘（Constipation）,Rikenellaceae bacterium,,rikenellaceaebacterium,Rikenellaceae,species,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00042,gutm_disorder_human_phenotype,便秘（Constipation）,Ruminococcus,,ruminococcus,Ruminococcus,genus,increase; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603; dominant_projects=none; comparators=Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603,,1,0,1,0,Nonconstipated controls,Constipation/Nonconstipated controls,D003248,*,literature_human_phenotype
GMD_00043,gutm_disorder_human_phenotype,便秘（Constipation）,Streptococcus,,streptococcus,Streptococcus,genus,increase; dominant_evidence=2; dominant_projects=0; conflicting_evidence=0,increase,disease_enriched,risk,increase,inhibit,medium,"gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=25073603,29340896; dominant_projects=none; comparators=Health; Nonconstipated controls; sequencing=16s rRNA gene sequencing; conflicting_evidence=none",gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,25073603;29340896,,2,0,2,0,Health;Nonconstipated controls,Constipation/Health;Constipation/Nonconstipated controls,D003248,*;D006262,literature_human_phenotype
GMD_00044,gutm_disorder_human_phenotype,便秘（Constipation）,Sutterella,,sutterella,Sutterella,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=30669509; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,30669509,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
GMD_00045,gutm_disorder_human_phenotype,便秘（Constipation）,Terrisporobacter,,terrisporobacter,Terrisporobacter,genus,decrease; dominant_evidence=1; dominant_projects=0; conflicting_evidence=0,decrease,control_enriched,protective,decrease,promote,low,gutMDisorder human phenotype aggregate; branches=literature_human_phenotype; dominant_pmids=29340896; dominant_projects=none; comparators=Health; sequencing=16s rRNA gene sequencing; conflicting_evidence=none,gutMDisorder v2.0,https://bio-computing.hrbmu.edu.cn/gutMDisorder/browse.dhtml,29340896,,1,0,1,0,Health,Constipation/Health,D003248,D006262,literature_human_phenotype
