nt_code,microbe_label,species_label,species_name,species,strain,genus,family,phylum,enzyme_id,enzyme_name,presence_call,evidence_scope,evidence_source,source_database,literature_citation,pmid,doi,genome_accession,strain_match_level,evidence_note,curation_status,matched_taxon_uri,matched_taxon_name,matched_query_name,annotation_match_modes,uniprot_accessions,uniprot_protein_names,ec_numbers,n_matching_proteins,n_reviewed_proteins
NT5027,Dorea longicatena,Dorea longicatena,Dorea longicatena (S1) DSM No.: 13814,,,,,,ENZ005,carboxylesterase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Dorea longicatena; 7 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/88431,Dorea longicatena,Dorea longicatena,ec_prefix;name_keyword,A6BCS9;A6BD06;A6BDD0;A6BGG5;A6BGT6;A6BI01,Cyclic-di-AMP phosphodiesterase;D-aminoacyl-tRNA deacylase;Peptidyl-tRNA hydrolase;Phosphoesterase;phospholipase D,3.1.1.-;3.1.1.29;3.1.1.96;3.1.4.-;3.1.4.4,7,0
NT5027,Dorea longicatena,Dorea longicatena,Dorea longicatena (S1) DSM No.: 13814,,,,,,ENZ006,amidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Dorea longicatena; 12 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/88431,Dorea longicatena,Dorea longicatena,ec_prefix,A6BCQ8;A6BD97;A6BFG3;A6BGK8;A6BGP5;A6BGZ5;A6BH83;A6BIV4;A6BJ88;A6BJM2;A6BJP1;A6BJU7,Imidazole glycerol phosphate synthase subunit HisH;Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD;N-acetylglucosamine-6-phosphate deacetylase;N-acetylmuramoyl-L-alanine amidase;Peptide deformylase;Pyridoxal 5'-phosphate synthase subunit PdxT;asparaginase;choloylglycine hydrolase,3.5.1.1;3.5.1.2;3.5.1.24;3.5.1.25;3.5.1.28;3.5.1.88,12,0
NT5027,Dorea longicatena,Dorea longicatena,Dorea longicatena (S1) DSM No.: 13814,,,,,,ENZ009,beta_galactosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Dorea longicatena; 3 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/88431,Dorea longicatena,Dorea longicatena,exact_ec,A6BHN1;A6BJI8;A6BJI9,Beta-galactosidase;beta-galactosidase,3.2.1.23,3,0
NT5027,Dorea longicatena,Dorea longicatena,Dorea longicatena (S1) DSM No.: 13814,,,,,,ENZ010,bile_salt_hydrolase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Dorea longicatena; 1 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/88431,Dorea longicatena,Dorea longicatena,exact_ec,A6BGZ5,choloylglycine hydrolase,3.5.1.24,1,0
NT5027,Dorea longicatena,Dorea longicatena,Dorea longicatena (S1) DSM No.: 13814,,,,,,ENZ013,deacetylase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Dorea longicatena; 2 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/88431,Dorea longicatena,Dorea longicatena,name_keyword,A6BCV9;A6BJP1,N-acetylglucosamine-6-phosphate deacetylase;NAD-dependent protein deacetylase,2.3.1.286;3.5.1.25,2,0
NT5027,Dorea longicatena,Dorea longicatena,Dorea longicatena (S1) DSM No.: 13814,,,,,,ENZ014,phosphatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Dorea longicatena; 21 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/88431,Dorea longicatena,Dorea longicatena,ec_prefix;name_keyword,A6BCS8;A6BD83;A6BDU1;A6BE14;A6BFB8;A6BFK9;A6BFU8;A6BH63;A6BHQ3;A6BHV6;A6BHW8;A6BIG4;A6BIM5;A6BIT9;A6BJC5;A6BJE3;A6BJM7;A6BK83;A6BKH5;A6BKQ4;A6BKU8,"5'-deoxynucleotidase;8-oxo-dGTP diphosphatase;Acid sugar phosphatase;Fructose-1,6-bisphosphatase class 3;Histidinol-phosphatase;NAD(+) diphosphatase;Undecaprenyl-diphosphatase;acylphosphatase;bis(5'-nucleosyl)-tetraphosphatase (symmetrical);dITP/XTP pyrophosphatase;dTTP/UTP pyrophosphatase;dUTP diphosphatase;inorganic diphosphatase;phosphoserine phosphatase;protein-tyrosine-phosphatase",3.1.3.-;3.1.3.11;3.1.3.15;3.1.3.16;3.1.3.3;3.1.3.48;3.1.3.89;3.6.1.1;3.6.1.22;3.6.1.23;3.6.1.27;3.6.1.41;3.6.1.55;3.6.1.66;3.6.1.7;3.6.1.9,21,0
NT5027,Dorea longicatena,Dorea longicatena,Dorea longicatena (S1) DSM No.: 13814,,,,,,ENZ015,mucin_glycosidase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Dorea longicatena; 4 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/88431,Dorea longicatena,Dorea longicatena,name_keyword,A6BHN1;A6BJI8;A6BJI9;A6BK08,Alpha-galactosidase;Beta-galactosidase;beta-galactosidase,3.2.1.22;3.2.1.23,4,0
NT5028,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. longum (S1) DSM No.: 20219,Bifidobacterium longum subsp. Longum,"type strain, E194b (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ002,sulfatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. longum; 4 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1679,Bifidobacterium longum subsp. longum,Bifidobacterium longum subsp. longum,ec_prefix,A0AA87ICI6;A0AA87ICZ2;A0AAV3FN43;A0AAV3FQ20,,3.1.6.-,4,0
NT5028,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. longum (S1) DSM No.: 20219,Bifidobacterium longum subsp. Longum,"type strain, E194b (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ005,carboxylesterase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. longum; 12 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1679,Bifidobacterium longum subsp. longum,Bifidobacterium longum subsp. longum,ec_prefix,A0AA87IJX7;A0AA87LR88;A0AAV3FHZ9;A0AAV3FLM7;A0AAV3FM37;A0AAV3FNY6;D6ZTE8;D6ZV32;D6ZVY3;D6ZXQ4,6-phosphogluconolactonase;Carboxylic ester hydrolase;D-aminoacyl-tRNA deacylase;Pectinesterase;Peptidyl-tRNA hydrolase,3.1.1.-;3.1.1.11;3.1.1.29;3.1.1.31;3.1.1.96,12,0
NT5028,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. longum (S1) DSM No.: 20219,Bifidobacterium longum subsp. Longum,"type strain, E194b (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ006,amidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. longum; 32 protein hit(s), 3 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1679,Bifidobacterium longum subsp. longum,Bifidobacterium longum subsp. longum,ec_prefix,A0AA87ICJ6;A0AA87ICN1;A0AA87IE42;A0AA87IEA5;A0AA87IF55;A0AA87IHB8;A0AA87IHD7;A0AA87LQ46;A0AA87LR97;A0AAV3FH53;A0AAV3FHW1;A0AAV3FL71;A0AAV3FLN3;A0AAV3FMC9;A0AAV3FMU7;A0AAV3FNP1;A0AAV3FNV4;A0AAV3FP80;D6ZSW9;D6ZT14;D6ZTV8;D6ZU57;D6ZUK5;D6ZV69;D6ZWJ7;D6ZXR8;P0DXD2,Bile salt hydrolase/transferase;Imidazole glycerol phosphate synthase subunit HisH;Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD;N-acetylmuramoyl-L-alanine amidase;Peptide deformylase;Pyridoxal 5'-phosphate synthase subunit PdxT;Succinyl-diaminopimelate desuccinylase;nicotinamidase,3.5.1.-;3.5.1.18;3.5.1.19;3.5.1.2;3.5.1.24;3.5.1.28;3.5.1.74;3.5.1.88,32,3
NT5028,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. longum (S1) DSM No.: 20219,Bifidobacterium longum subsp. Longum,"type strain, E194b (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ007,beta_glucosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. longum; 4 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1679,Bifidobacterium longum subsp. longum,Bifidobacterium longum subsp. longum,exact_ec,A0AA87IH07;A0AAV3FM68;A0ABF7PFV2;D6ZVS7,beta-glucosidase,3.2.1.21,4,0
NT5028,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. longum (S1) DSM No.: 20219,Bifidobacterium longum subsp. Longum,"type strain, E194b (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ009,beta_galactosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. longum; 13 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1679,Bifidobacterium longum subsp. longum,Bifidobacterium longum subsp. longum,exact_ec,A0AA87IFE5;A0AA87IGV3;A0AA87IHE2;A0AA87II05;A0AAV3FK94;A0AAV3FKI9;A0AAV3FKX0;A0AAV3FLA1;A0AAV3FNV1;D6ZSZ0;D6ZTL3;D6ZWV1;D6ZY97,Beta-galactosidase;beta-galactosidase,3.2.1.23,13,0
NT5028,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. longum (S1) DSM No.: 20219,Bifidobacterium longum subsp. Longum,"type strain, E194b (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ010,bile_salt_hydrolase,curated_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. longum; 10 protein hit(s), 4 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1679,Bifidobacterium longum subsp. longum,Bifidobacterium longum subsp. longum,exact_ec;name_keyword,A0AA87IE42;A0AAV3FLN3;D6ZU57;P0DXD2,Bile salt hydrolase/transferase,2.3.1.-;3.5.1.-;3.5.1.24;3.5.1.74,10,4
NT5028,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. longum (S1) DSM No.: 20219,Bifidobacterium longum subsp. Longum,"type strain, E194b (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ014,phosphatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. longum; 32 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1679,Bifidobacterium longum subsp. longum,Bifidobacterium longum subsp. longum,ec_prefix;name_keyword,A0AA87IDR0;A0AA87IEQ8;A0AA87IG03;A0AA87IH73;A0AA87LJN6;A0AA87LMH7;A0AA87LND4;A0AA87LPW9;A0AA87LQE6;A0AA87LRW1;A0AAV3FIL6;A0AAV3FJD0;A0AAV3FJF3;A0AAV3FJM7;A0AAV3FKN4;A0AAV3FKV0;A0AAV3FKY5;A0AAV3FLH8;A0AAV3FLZ0;A0AAV3FMM8;A0AAV3FNE0;D6ZSR3;D6ZUC6;D6ZUF8;D6ZVN8;D6ZW35;D6ZWK7;D6ZXC3;D6ZXV4;D6ZY72,8-oxo-dGTP diphosphatase;Inorganic pyrophosphatase;Multiple inositol polyphosphate phosphatase 1;NAD(+) diphosphatase;Nucleoside triphosphate pyrophosphatase;Phosphoribosyl-ATP pyrophosphatase;Undecaprenyl-diphosphatase;dITP/XTP pyrophosphatase;dUTP diphosphatase;phosphoserine phosphatase;protein-tyrosine-phosphatase,3.1.3.-;3.1.3.3;3.1.3.48;3.1.3.62;3.1.3.80;3.6.1.1;3.6.1.22;3.6.1.23;3.6.1.27;3.6.1.31;3.6.1.55;3.6.1.66;3.6.1.9,32,0
NT5028,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. longum (S1) DSM No.: 20219,Bifidobacterium longum subsp. Longum,"type strain, E194b (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ015,mucin_glycosidase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. longum; 22 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1679,Bifidobacterium longum subsp. longum,Bifidobacterium longum subsp. longum,name_keyword,A0AA87IFE5;A0AA87IGU8;A0AA87IGV3;A0AA87IHE2;A0AA87II05;A0AA87LQU0;A0AAV3FHT1;A0AAV3FJH3;A0AAV3FK94;A0AAV3FKI9;A0AAV3FKX0;A0AAV3FLA1;A0AAV3FNV1;D6ZSZ0;D6ZTE2;D6ZTL3;D6ZVF5;D6ZWS8;D6ZWV1;D6ZX13;D6ZY12;D6ZY97,Alpha-galactosidase;Beta-galactosidase;alpha-L-fucosidase;alpha-galactosidase;beta-N-acetylhexosaminidase;beta-galactosidase,3.2.1.22;3.2.1.23;3.2.1.51;3.2.1.52,22,0
NT5028,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. longum (S1) DSM No.: 20219,Bifidobacterium longum subsp. Longum,"type strain, E194b (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ016,polysaccharide_lyase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. longum; 3 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1679,Bifidobacterium longum subsp. longum,Bifidobacterium longum subsp. longum,ec_prefix,A0AA87IGP3;A0AAV3FLI6;D6ZTY2,Endolytic murein transglycosylase,4.2.2.29,3,0
NT5029,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. animalis (S2) DSM 19679,,,,,,ENZ005,carboxylesterase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. animalis; 33 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76859,Fusobacterium nucleatum subsp. animalis,Fusobacterium nucleatum subsp. animalis,ec_prefix;name_keyword,A0A140PPX9;A0A140PSU4;A0A140PU13;A0A140PUE2;D6BG02;D6BHG1;D6BHP1;D6BHR3;F7KZU1;F7L0U4;F7L0U5;F7L0V0;F7L3J1;F9EJS1;F9EL33;F9EL38;F9ELJ8;F9EN59;F9EP68;F9EP69;H1HEL8;H1HGH1;H1HH04;H1HH35;R9RAS8;R9RCD0;R9RDK3;R9REB5,D-aminoacyl-tRNA deacylase;Peptidyl-tRNA hydrolase;Phosphoesterase;glycerophosphodiester phosphodiesterase,3.1.1.-;3.1.1.29;3.1.1.3;3.1.1.31;3.1.1.96;3.1.4.-;3.1.4.46,33,0
NT5029,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. animalis (S2) DSM 19679,,,,,,ENZ006,amidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. animalis; 33 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76859,Fusobacterium nucleatum subsp. animalis,Fusobacterium nucleatum subsp. animalis,ec_prefix,A0A140PQP2;A0A140PR72;A0A140PRA1;A0A140PTL1;A0A140PTN3;D6BDG6;D6BEM1;D6BFG3;D6BGL2;D6BIB4;F7KX39;F7KYW0;F7L1Q9;F7L2F1;F9ELA8;F9ENS8;F9EP10;F9EPA1;F9EPC8;F9EPJ9;F9EPK9;F9EPW7;F9ERI8;H1HC74;H1HD61;H1HDU2;H1HF87;H1HHX7;R9R9X9;R9RAH9;R9RB36;R9RDN8;R9REH1,Glutaminase;N-acetylmuramoyl-L-alanine amidase;Peptide deformylase;UDP-3-O-acyl-N-acetylglucosamine deacetylase;asparaginase;glutaminase,3.5.1.1;3.5.1.108;3.5.1.2;3.5.1.25;3.5.1.28;3.5.1.54;3.5.1.81;3.5.1.88,33,0
NT5029,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. animalis (S2) DSM 19679,,,,,,ENZ013,deacetylase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. animalis; 12 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76859,Fusobacterium nucleatum subsp. animalis,Fusobacterium nucleatum subsp. animalis,name_keyword,A0A140PR12;A0A140PRA1;D6BD65;D6BIB4;F7KX39;F7KXL2;F9EPC8;F9ERQ2;H1HC74;H1HCT5;R9RAH9;R9RCY9,NAD-dependent protein deacetylase;UDP-3-O-acyl-N-acetylglucosamine deacetylase,2.3.1.286;3.5.1.108,12,0
NT5029,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. animalis (S2) DSM 19679,,,,,,ENZ014,phosphatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. animalis; 64 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76859,Fusobacterium nucleatum subsp. animalis,Fusobacterium nucleatum subsp. animalis,ec_prefix;name_keyword,A0A140PR47;A0A140PRY3;A0A140PS34;A0A140PT91;A0A140PTD3;A0A140PU07;A0A140PUN3;A0A140PV79;A0A140PVQ4;A0A140STN6;D6BCU8;D6BCW1;D6BEK1;D6BEX5;D6BFH2;D6BG85;D6BGK4;D6BIZ3;F7KXW7;F7KXX7;F7KYQ7;F7KYV2;F7L098;F7L2I7;F7L323;F7L3B1;F7L428;F9EJJ6;F9EKR4;F9EKR5;F9EKR6;F9ELM0;F9EM65;F9EME7;F9EMN2;F9EMP7;F9EN00;F9EN57;F9END0;F9EPA9;F9EPQ2;F9EPQ3;F9EQF5;F9ER12;F9ERN8;F9ES02;H1HD12;H1HD24;H1HDQ0;H1HDT4;H1HFB6;H1HFT6;H1HG84;H1HG88;H1HHM7;R9R8S4;R9R9J8;R9R9R7;R9R9V6;R9RA00;R9RC06;R9RC48;R9RC81;R9REJ7,"8-oxo-dGTP diphosphatase;Fructose-1,6-bisphosphatase class 3;Histidinol-phosphatase;Undecaprenyl-diphosphatase;bis(5'-nucleosyl)-tetraphosphatase (symmetrical);dTTP/UTP pyrophosphatase;inorganic diphosphatase;phosphoserine phosphatase",3.1.3.-;3.1.3.11;3.1.3.15;3.1.3.16;3.1.3.27;3.1.3.3;3.1.3.41;3.1.3.45;3.1.3.73;3.6.1.1;3.6.1.27;3.6.1.41;3.6.1.55;3.6.1.9,64,0
NT5029,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. animalis (S2) DSM 19679,,,,,,ENZ016,polysaccharide_lyase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. animalis; 6 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76859,Fusobacterium nucleatum subsp. animalis,Fusobacterium nucleatum subsp. animalis,ec_prefix,A0A140PVC9;D6BI52;F7L0Z5;F9EJD4;H1HGW5;R9RDW3,Endolytic murein transglycosylase,4.2.2.29,6,0
