nt_code,microbe_label,species_label,species_name,species,strain,genus,family,phylum,enzyme_id,enzyme_name,presence_call,evidence_scope,evidence_source,source_database,literature_citation,pmid,doi,genome_accession,strain_match_level,evidence_note,curation_status,matched_taxon_uri,matched_taxon_name,matched_query_name,annotation_match_modes,uniprot_accessions,uniprot_protein_names,ec_numbers,n_matching_proteins,n_reviewed_proteins
NT5021,Akkermansia muciniphila,Akkermansia muciniphila,Akkermansia muciniphila (S1) DSM No.: 22959,Akkermansia muciniphila,"type strain, Muc",Akkermansia,Verrucomicrobiaea,Verrucomicrobia,ENZ016,polysaccharide_lyase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Akkermansia muciniphila; 2 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/239935,Akkermansia muciniphila,Akkermansia muciniphila,ec_prefix,B2UMR5;B2UQM0,Probable endolytic peptidoglycan transglycosylase RlpA,4.2.2.-,2,0
NT5022,Bifidobacterium adolescentis,Bifidobacterium adolescentis,Bifidobacterium adolescentis (S1) DSM No.: 20083,Bifidobacterium adolescentis,"type strain, E194a (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ002,sulfatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bifidobacterium adolescentis; 2 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,ec_prefix,A7A4R5;A7A7A8,,3.1.6.-,2,0
NT5022,Bifidobacterium adolescentis,Bifidobacterium adolescentis,Bifidobacterium adolescentis (S1) DSM No.: 20083,Bifidobacterium adolescentis,"type strain, E194a (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ005,carboxylesterase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bifidobacterium adolescentis; 23 protein hit(s), 2 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,ec_prefix,A0A087DKL7;A0A087DKN2;A0A087DL26;A0A087DL58;A0A087DLT4;A0A087DM55;A0A087DM56;A0A087DMN5;A0A087DQB4;A0A087DQB6;A0A087DRH4;A1A050;A1A0H8;A1A127;A1A141;A1A216;A7A3Z9;A7A4D8;A7A577;A7A593;A7A806,6-phosphogluconolactonase;Carboxylic ester hydrolase;D-aminoacyl-tRNA deacylase;Peptidyl-tRNA hydrolase,3.1.1.-;3.1.1.29;3.1.1.31;3.1.1.5;3.1.1.53;3.1.1.61;3.1.1.96,23,2
NT5022,Bifidobacterium adolescentis,Bifidobacterium adolescentis,Bifidobacterium adolescentis (S1) DSM No.: 20083,Bifidobacterium adolescentis,"type strain, E194a (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ006,amidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bifidobacterium adolescentis; 32 protein hit(s), 2 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,ec_prefix,A0A087DHN2;A0A087DL33;A0A087DLA2;A0A087DLL8;A0A087DM12;A0A087DM43;A0A087DM45;A0A087DNH7;A0A087DQ22;A0A087DQF6;A0A087DS72;A0A087DS98;A0A087DSH9;A0ZZF7;A0ZZL6;A0ZZY6;A1A1Q4;A1A2H3;A1A2Z1;A1A3A4;A7A2R9;A7A332;A7A3C4;A7A3S4;A7A4C1;A7A5K1;A7A5K8;A7A5U6;A7A6K1;A7A6T9;A7A7E1;A7A8P8,Imidazole glycerol phosphate synthase subunit HisH;Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD;Peptide deformylase;Pyridoxal 5'-phosphate synthase subunit PdxT;Succinyl-diaminopimelate desuccinylase;asparaginase;choloylglycine hydrolase;nicotinamidase,3.5.1.1;3.5.1.14;3.5.1.18;3.5.1.19;3.5.1.2;3.5.1.24;3.5.1.25;3.5.1.28;3.5.1.88;3.5.1.91,32,2
NT5022,Bifidobacterium adolescentis,Bifidobacterium adolescentis,Bifidobacterium adolescentis (S1) DSM No.: 20083,Bifidobacterium adolescentis,"type strain, E194a (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ007,beta_glucosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bifidobacterium adolescentis; 7 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,exact_ec,A0A087DJE3;A0A087DKW9;A0A087DM63;A0A087DNZ8;A0A087DT97;A1A2P5;A7A930,Exo-alpha-(1->6)-L-arabinopyranosidase,3.2.1.21,7,0
NT5022,Bifidobacterium adolescentis,Bifidobacterium adolescentis,Bifidobacterium adolescentis (S1) DSM No.: 20083,Bifidobacterium adolescentis,"type strain, E194a (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ009,beta_galactosidase,curated_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bifidobacterium adolescentis; 17 protein hit(s), 2 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,exact_ec,A0A087DHN4;A0A087DP06;A0A087DR00;A0A087DT84;A0A087DTA1;A1A2Q9;A1A399;A1A3T0;A1A3V1;A1A3V3;A7A4F1;A7A6G3;A7A6K2;A7A6L1;A7A6T3;A7A6T4;A7A944,Beta-galactosidase;Beta-galactosidase BgaB;Beta-galactosidase BgaC;beta-galactosidase,3.2.1.23,17,2
NT5022,Bifidobacterium adolescentis,Bifidobacterium adolescentis,Bifidobacterium adolescentis (S1) DSM No.: 20083,Bifidobacterium adolescentis,"type strain, E194a (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ010,bile_salt_hydrolase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bifidobacterium adolescentis; 3 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,exact_ec,A0A087DS98;A1A1Q4;A7A5K1,choloylglycine hydrolase,3.5.1.24,3,0
NT5022,Bifidobacterium adolescentis,Bifidobacterium adolescentis,Bifidobacterium adolescentis (S1) DSM No.: 20083,Bifidobacterium adolescentis,"type strain, E194a (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ014,phosphatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bifidobacterium adolescentis; 39 protein hit(s), 2 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,ec_prefix;name_keyword,A0A087DHK2;A0A087DHM4;A0A087DHP3;A0A087DL19;A0A087DLK9;A0A087DM18;A0A087DM83;A0A087DMH5;A0A087DMH8;A0A087DNJ7;A0A087DNM6;A0A087DNM9;A0A087DP24;A0A087DR06;A0A087DR20;A0A087DRT6;A0A087DS85;A0A087DS87;A0A087DSD0;A0A087DSD7;A0A087DSG5;A1A0D8;A1A0U3;A1A1J2;A1A1M3;A1A344;A1A3B2;A1A3E2;A7A3R3;A7A4A0;A7A4U5;A7A5D6;A7A5P0;A7A5T1;A7A6V0;A7A745;A7A7J4;A7A8V9;A7A963,8-oxo-dGTP diphosphatase;Inorganic pyrophosphatase;NAD(+) diphosphatase;Nucleoside triphosphate pyrophosphatase;Phosphoribosyl-ATP pyrophosphatase;Undecaprenyl-diphosphatase;dITP/XTP pyrophosphatase;dUTP diphosphatase;phosphoserine phosphatase;protein-tyrosine-phosphatase,3.1.3.-;3.1.3.1;3.1.3.16;3.1.3.18;3.1.3.23;3.1.3.25;3.1.3.3;3.1.3.4;3.1.3.48;3.1.3.5;3.1.3.68;3.1.3.70;3.6.1.1;3.6.1.22;3.6.1.23;3.6.1.27;3.6.1.31;3.6.1.55;3.6.1.66;3.6.1.9,39,2
NT5022,Bifidobacterium adolescentis,Bifidobacterium adolescentis,Bifidobacterium adolescentis (S1) DSM No.: 20083,Bifidobacterium adolescentis,"type strain, E194a (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ015,mucin_glycosidase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bifidobacterium adolescentis; 24 protein hit(s), 2 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,name_keyword,A0A087DHN4;A0A087DKM0;A0A087DP06;A0A087DT78;A0A087DT84;A0A087DTA1;A1A138;A1A2Q9;A1A399;A1A3M3;A1A3S4;A1A3T0;A1A3V1;A1A3V3;A7A2Z8;A7A4F1;A7A4N8;A7A590;A7A6F4;A7A6G3;A7A6K2;A7A6L1;A7A6T3;A7A944,Alpha-galactosidase;Beta-galactosidase;Beta-galactosidase BgaB;Beta-galactosidase BgaC;alpha-galactosidase;beta-N-acetylhexosaminidase;beta-galactosidase,3.2.1.22;3.2.1.23;3.2.1.52,24,2
NT5022,Bifidobacterium adolescentis,Bifidobacterium adolescentis,Bifidobacterium adolescentis (S1) DSM No.: 20083,Bifidobacterium adolescentis,"type strain, E194a (Variant a)",Bifidobacterium,Bifidobacteriaceae,Actinobacteria,ENZ016,polysaccharide_lyase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bifidobacterium adolescentis; 3 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1680,Bifidobacterium adolescentis,Bifidobacterium adolescentis,ec_prefix,A0A087DSQ7;A1A1A0;A7A634,Endolytic murein transglycosylase,4.2.2.29,3,0
NT5023,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088,,,,,,ENZ002,sulfatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. infantis; 1 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,ec_prefix,C5E821,,3.1.6.-,1,0
NT5023,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088,,,,,,ENZ005,carboxylesterase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. infantis; 8 protein hit(s), 2 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,ec_prefix,B7GQ87;B7GTB4;B7GTK5;C5E7R5;C5E918;C5E974;C5EBV7,6-phosphogluconolactonase;D-aminoacyl-tRNA deacylase;Pectinesterase;Peptidyl-tRNA hydrolase,3.1.1.-;3.1.1.11;3.1.1.29;3.1.1.31;3.1.1.96,8,2
NT5023,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088,,,,,,ENZ006,amidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. infantis; 27 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,ec_prefix,B7GNK5;B7GPY0;B7GQ50;B7GQA2;B7GQR7;B7GRV6;B7GSC1;B7GSW4;B7GT16;B7GT17;B7GTR7;B7GUB4;B7GUF1;C5E833;C5E8H0;C5E8V1;C5E905;C5EAL4;C5EAY9;C5EBE7;C5EBG5;C5EBS5;C5EBW5;C5ECF2;C5EDC7,Bile salt hydrolase/transferase;Imidazole glycerol phosphate synthase subunit HisH;Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD;N-acetylmuramoyl-L-alanine amidase;Peptide deformylase;Pyridoxal 5'-phosphate synthase subunit PdxT;Succinyl-diaminopimelate desuccinylase;Urease subunit alpha;nicotinamidase;urease,3.5.1.14;3.5.1.18;3.5.1.19;3.5.1.2;3.5.1.24;3.5.1.25;3.5.1.28;3.5.1.5;3.5.1.74;3.5.1.88,27,0
NT5023,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088,,,,,,ENZ007,beta_glucosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. infantis; 2 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,exact_ec,B7GU31;C5EBN9,beta-glucosidase,3.2.1.21,2,0
NT5023,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088,,,,,,ENZ009,beta_galactosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. infantis; 8 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,exact_ec,B7GNN6;B7GNW4;B7GUD7;B7GUN8;C5E8B0;C5E8J5;C5EAB9;C5EBQ6,Beta-galactosidase;beta-galactosidase,3.2.1.23,8,0
NT5023,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088,,,,,,ENZ010,bile_salt_hydrolase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. infantis; 4 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,exact_ec;name_keyword,B7GRV6;C5EAY9,Bile salt hydrolase/transferase,3.5.1.24;3.5.1.74,4,0
NT5023,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088,,,,,,ENZ014,phosphatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. infantis; 25 protein hit(s), 3 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,ec_prefix;name_keyword,B7GN27;B7GNL6;B7GQ45;B7GR11;B7GRM5;B7GSR1;B7GT46;B7GTV0;B7GTW6;B7GUJ2;B7GUP5;B7GUQ5;C5E875;C5E8L3;C5E8V7;C5E8X0;C5EAV5;C5EBB0;C5EBS0;C5ECQ1;C5EDD4;C5EDM8;C5EE01,Acylphosphatase;Inorganic pyrophosphatase;Multiple inositol polyphosphate phosphatase 1;NAD(+) diphosphatase;Nucleoside triphosphate pyrophosphatase;Phosphoribosyl-ATP pyrophosphatase;Undecaprenyl-diphosphatase;dITP/XTP pyrophosphatase;phosphoserine phosphatase;protein-tyrosine-phosphatase,3.1.3.-;3.1.3.1;3.1.3.3;3.1.3.48;3.1.3.62;3.1.3.80;3.6.1.1;3.6.1.22;3.6.1.27;3.6.1.31;3.6.1.66;3.6.1.7;3.6.1.9,25,3
NT5023,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088,,,,,,ENZ015,mucin_glycosidase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. infantis; 20 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,name_keyword,B7GN40;B7GN69;B7GNN6;B7GNN8;B7GNQ0;B7GNQ7;B7GNW4;B7GPB9;B7GPM3;B7GPV6;B7GTK9;B7GTT5;B7GUD7;B7GUN8;C5E7R9;C5E8B0;C5E8J5;C5E9S2;C5EAB9;C5EBQ6,Beta-galactosidase;alpha-L-fucosidase;alpha-galactosidase;beta-N-acetylhexosaminidase;beta-galactosidase;exo-alpha-sialidase,3.2.1.18;3.2.1.22;3.2.1.23;3.2.1.51;3.2.1.52,20,0
NT5023,Bifidobacterium longum,Bifidobacterium longum,Bifidobacterium longum subsp. infantis (S1) DSM No.: 20088,,,,,,ENZ016,polysaccharide_lyase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Bifidobacterium longum subsp. infantis; 2 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/1682,Bifidobacterium longum subsp. infantis,Bifidobacterium longum subsp. infantis,ec_prefix,B7GS99;C5EAN6,Endolytic murein transglycosylase,4.2.2.29,2,0
NT5024,Eggerthella lenta,Eggerthella lenta,Eggerthella lenta (S2) DSM No.: 2243,Eggerthella lenta,"type strain, 1899 B, VPI 0255",Eggerthella,Coriobacteriaceae,Actinobacteria,ENZ005,carboxylesterase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Eggerthella lenta; 6 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/84112,Eggerthella lenta,Eggerthella lenta,ec_prefix;name_keyword,C8WHU4;C8WJZ5;C8WLJ5;C8WMV6;C8WMY4,"D-aminoacyl-tRNA deacylase;Peptidyl-tRNA hydrolase;Phosphoesterase;Phosphoribosyl 1,2-cyclic phosphate 1,2-diphosphodiesterase;RNA 2',3'-cyclic phosphodiesterase",3.1.1.-;3.1.1.29;3.1.1.96;3.1.4.-;3.1.4.57;3.1.4.58,6,1
NT5024,Eggerthella lenta,Eggerthella lenta,Eggerthella lenta (S2) DSM No.: 2243,Eggerthella lenta,"type strain, 1899 B, VPI 0255",Eggerthella,Coriobacteriaceae,Actinobacteria,ENZ006,amidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Eggerthella lenta; 7 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/84112,Eggerthella lenta,Eggerthella lenta,ec_prefix,C8WHT7;C8WJI8;C8WMV8;C8WNZ9;C8WP72;C8WPG5;C8WPJ3,Imidazole glycerol phosphate synthase subunit HisH;Multifunctional fusion protein;N-acetylglucosamine-6-phosphate deacetylase;Peptide deformylase;Pyridoxal 5'-phosphate synthase subunit PdxT;asparaginase,3.5.1.1;3.5.1.2;3.5.1.25;3.5.1.32;3.5.1.88,7,0
NT5024,Eggerthella lenta,Eggerthella lenta,Eggerthella lenta (S2) DSM No.: 2243,Eggerthella lenta,"type strain, 1899 B, VPI 0255",Eggerthella,Coriobacteriaceae,Actinobacteria,ENZ013,deacetylase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Eggerthella lenta; 1 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/84112,Eggerthella lenta,Eggerthella lenta,name_keyword,C8WJI8,N-acetylglucosamine-6-phosphate deacetylase,3.5.1.25,1,0
NT5024,Eggerthella lenta,Eggerthella lenta,Eggerthella lenta (S2) DSM No.: 2243,Eggerthella lenta,"type strain, 1899 B, VPI 0255",Eggerthella,Coriobacteriaceae,Actinobacteria,ENZ014,phosphatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Eggerthella lenta; 12 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/84112,Eggerthella lenta,Eggerthella lenta,ec_prefix;name_keyword,C8WGS6;C8WH24;C8WHH4;C8WIH8;C8WIS9;C8WJD2;C8WK01;C8WL23;C8WMR5;C8WNP8;C8WP28;C8WPH2,Histidinol-phosphatase;Phosphoribosyl-ATP pyrophosphatase;Undecaprenyl-diphosphatase;acylphosphatase;bis(5'-nucleosyl)-tetraphosphatase (symmetrical);dITP/XTP pyrophosphatase;dTTP/UTP pyrophosphatase;phosphoserine phosphatase;protein-tyrosine-phosphatase,3.1.3.1;3.1.3.15;3.1.3.2;3.1.3.3;3.1.3.48;3.6.1.27;3.6.1.31;3.6.1.41;3.6.1.66;3.6.1.7;3.6.1.9,12,0
NT5024,Eggerthella lenta,Eggerthella lenta,Eggerthella lenta (S2) DSM No.: 2243,Eggerthella lenta,"type strain, 1899 B, VPI 0255",Eggerthella,Coriobacteriaceae,Actinobacteria,ENZ016,polysaccharide_lyase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Eggerthella lenta; 1 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/84112,Eggerthella lenta,Eggerthella lenta,ec_prefix,C8WLP5,Endolytic murein transglycosylase,4.2.2.29,1,0
NT5025,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. nucleatum (S2) DSM No.: 15643,Fusobacterium nucleatum subsp. Nucleatum,"type strain, 1612A, VPI 4355",Fusobacterium,Fusobacteriaceae,Fusobacteria,ENZ005,carboxylesterase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. nucleatum; 14 protein hit(s), 2 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76856,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. nucleatum,ec_prefix;name_keyword,A0ABM6TPR8;A0ABN5IZX1;D5RBR0;D5RBZ7;D5RE80;D5REY0;D5RF81;Q8RG34;Q8RGF0;Q8RHB3;Q8RHT6;Q8RIJ5,D-aminoacyl-tRNA deacylase;Peptidyl-tRNA hydrolase;Phosphoesterase;glycerophosphodiester phosphodiesterase,3.1.1.-;3.1.1.29;3.1.1.3;3.1.1.5;3.1.1.96;3.1.4.-;3.1.4.46,14,2
NT5025,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. nucleatum (S2) DSM No.: 15643,Fusobacterium nucleatum subsp. Nucleatum,"type strain, 1612A, VPI 4355",Fusobacterium,Fusobacteriaceae,Fusobacteria,ENZ006,amidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. nucleatum; 21 protein hit(s), 2 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76856,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. nucleatum,ec_prefix,A0ABN5J3H3;A0ABN5J405;D5RAK2;D5RBI8;D5RBU0;D5RC64;D5RCD9;D5RCG4;D5RD97;D5RDC8;Q8R691;Q8RDV3;Q8RE04;Q8REF0;Q8REH0;Q8REN6;Q8RFF1;Q8RFJ3;Q8RFJ4;Q8RFU4;Q8RGW3,Glutaminase;N-acetylmuramoyl-L-alanine amidase;Peptide deformylase;UDP-3-O-acyl-N-acetylglucosamine deacetylase;asparaginase,3.5.1.1;3.5.1.108;3.5.1.14;3.5.1.2;3.5.1.25;3.5.1.28;3.5.1.54;3.5.1.88,21,2
NT5025,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. nucleatum (S2) DSM No.: 15643,Fusobacterium nucleatum subsp. Nucleatum,"type strain, 1612A, VPI 4355",Fusobacterium,Fusobacteriaceae,Fusobacteria,ENZ013,deacetylase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. nucleatum; 5 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76856,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. nucleatum,name_keyword,A0ABM6TRX4;D5RAK2;D5RD33;Q8R691;Q8REC3,NAD-dependent protein deacetylase;UDP-3-O-acyl-N-acetylglucosamine deacetylase,2.3.1.286;3.5.1.108,5,1
NT5025,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. nucleatum (S2) DSM No.: 15643,Fusobacterium nucleatum subsp. Nucleatum,"type strain, 1612A, VPI 4355",Fusobacterium,Fusobacteriaceae,Fusobacteria,ENZ014,phosphatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. nucleatum; 32 protein hit(s), 5 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76856,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. nucleatum,ec_prefix;name_keyword,A0ABM6TQN4;A0ABM6TQS4;A0ABN5J569;D5RAL5;D5RAY2;D5RC81;D5RCV3;D5RDT7;D5RDX2;D5RE29;D5RED2;D5REF2;D5RET5;D5RF02;D5RF54;D5RFI1;Q8R667;Q8RF30;Q8RF47;Q8RFB5;Q8RFE6;Q8RFT0;Q8RG82;Q8RGS1;Q8RH21;Q8RH24;Q8RH62;Q8RHR8;Q8RI12;Q8RIA6,"Bifunctional 3-dehydroquinate synthase/phosphatase;Fructose-1,6-bisphosphatase class 3;Histidinol-phosphatase;Undecaprenyl-diphosphatase;bis(5'-nucleosyl)-tetraphosphatase (symmetrical);dTTP/UTP pyrophosphatase;inorganic diphosphatase;phosphoserine phosphatase",3.1.3.-;3.1.3.11;3.1.3.15;3.1.3.27;3.1.3.29;3.1.3.3;3.1.3.41;3.1.3.45;3.6.1.-;3.6.1.1;3.6.1.27;3.6.1.41;3.6.1.9;4.2.3.4,32,5
NT5025,Fusobacterium nucleatum,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. nucleatum (S2) DSM No.: 15643,Fusobacterium nucleatum subsp. Nucleatum,"type strain, 1612A, VPI 4355",Fusobacterium,Fusobacteriaceae,Fusobacteria,ENZ016,polysaccharide_lyase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_strain,"Automated UniProt SPARQL match from taxon Fusobacterium nucleatum subsp. nucleatum; 2 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/76856,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. nucleatum,ec_prefix,D5RDE2;Q8R6D5,Endolytic murein transglycosylase,4.2.2.29,2,0
NT5027,Dorea longicatena,Dorea longicatena,Dorea longicatena (S1) DSM No.: 13814,,,,,,ENZ002,sulfatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Dorea longicatena; 1 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/88431,Dorea longicatena,Dorea longicatena,ec_prefix,A6BCW9,,3.1.6.-,1,0
